Quantity Sold (units),Product Category,Month,Average Temperature (¡C),Monthly Precipitation (mm),Route (ID),Route Distance (km),Average Transit Time (hrs),Cost per Kilometer ($),Traffic Conditions
541,Fresh,1,19.74,14.57,3,19.52,4.83,12.94,Moderate
493,Fresh,1,16.2,40.9,10,26.03,1.37,11.58,High
537,Refrigerated,1,29.76,43.87,9,30.68,4,14.8,Moderate
457,Fresh,1,19.64,70.87,8,21.6,4.21,10.99,High
472,Fresh,1,15.97,5.93,4,8.55,4.08,10.96,Moderate
453,Refrigerated,1,30.16,48.86,8,47.27,4.85,13.8,High
529,Refrigerated,1,34.5,64.34,6,44.09,1.41,14.21,Moderate
539,Refrigerated,1,31.1,52.43,7,17.68,3.73,10.46,Moderate
523,Refrigerated,1,30.08,77.8,4,21.58,3.14,13.82,Moderate
515,Refrigerated,1,22.49,86.76,1,26.33,2.3,14.12,High
552,Fresh,1,30.12,39.86,3,26.39,3.59,8.52,Moderate
480,Refrigerated,1,28.96,1.12,9,30.44,3.17,13.05,High
542,Fresh,1,32.23,62.61,6,9.21,2.73,10.95,Low
536,Refrigerated,1,24.85,56.68,10,44.19,3.93,10.93,Moderate
593,Fresh,1,15.67,31.21,7,6.26,2.79,8.72,Low
598,Fresh,1,30.99,64.94,5,25.47,3.02,10.05,Moderate
504,Refrigerated,1,28.2,46.25,3,20.11,4.79,14.86,High
515,Refrigerated,1,32.74,55,8,38.43,2.66,12.02,Low
577,Refrigerated,1,22.24,32.57,6,11.49,3.72,8.89,High
486,Fresh,1,16.47,54.92,4,15.8,1.51,10.94,Moderate
537,Refrigerated,1,16.07,63.76,7,20.78,2.68,14.68,Moderate
498,Refrigerated,1,31.22,86.05,9,15.22,3.47,13.07,Moderate
499,Fresh,1,28.24,30.35,2,36.66,4.65,14.57,Low
586,Refrigerated,1,16.18,2.31,9,19.82,2.1,11.27,Low
472,Refrigerated,1,27.74,59.26,1,33.08,4.85,8.45,Low
535,Fresh,1,22.69,45.71,4,37.08,3.11,10.89,Moderate
551,Fresh,1,31.74,18.38,6,18.3,2.97,14.36,Low
580,Fresh,1,32.23,20.13,4,36.42,1.64,9.18,Low
462,Refrigerated,1,27.68,93.59,9,34.95,4.81,8.59,High
560,Fresh,1,24.51,30.79,2,24.69,3.59,12.5,Moderate
503,Fresh,1,30.13,57.22,7,46.05,3.38,10.97,Moderate
530,Refrigerated,1,18.92,25.12,3,15.03,1.12,12.1,High
469,Refrigerated,1,32.21,74.32,5,43.39,1.07,8.79,Moderate
566,Refrigerated,1,22.14,2.54,6,13.13,1.57,12.41,Moderate
472,Fresh,1,22.12,11.92,7,20.23,4.29,13.56,High
542,Fresh,1,29.52,25.5,5,30.61,2.57,11.05,High
485,Fresh,1,18.44,66.47,4,31.21,1.18,11.33,High
568,Refrigerated,1,30.53,45.59,4,35.84,3.86,9.57,High
523,Fresh,1,21.14,62.74,4,47.98,4.27,9.97,Low
453,Refrigerated,1,26.19,66.35,4,9.1,4.67,13.18,Low
597,Refrigerated,1,17.81,73.24,2,37.87,2.61,9.41,Low
548,Fresh,1,33.87,43.22,6,38.22,4.74,12.34,Low
519,Refrigerated,1,24.22,75.84,2,36.19,2.57,11.97,Moderate
599,Fresh,1,25.32,97.37,6,32.2,3.97,11.76,Moderate
510,Refrigerated,1,22.52,70,7,15.68,3.12,13.73,Low
512,Fresh,1,16.06,49.14,5,25.92,3.16,13.27,Low
480,Fresh,1,16.85,2.68,6,29.29,3.17,12.93,Low
492,Fresh,1,20.69,37.44,7,25.52,4.75,14.12,Low
514,Fresh,1,27.57,14.32,2,15.38,4.39,10.97,Low
584,Fresh,1,15.93,8.27,7,9.73,1.73,11.28,Low
486,Fresh,1,17.09,5.73,3,11.52,4.01,11.96,Low
451,Fresh,1,27.75,18.33,1,11.06,3.14,14.8,Moderate
595,Fresh,1,16.32,97.58,7,20.27,2.62,12.35,Low
557,Fresh,1,24.96,23.71,4,29.28,2.53,13.28,Moderate
584,Fresh,1,21.3,37.1,2,10.21,1.57,12.97,High
497,Fresh,1,30.89,53.07,2,34.4,2.92,9.14,Low
491,Fresh,1,27.35,59.98,6,42.83,3.66,13.68,High
520,Fresh,1,27.08,26.32,6,17.03,2.34,12.78,Low
527,Fresh,1,20.06,66.35,1,41.67,3.31,11.12,Moderate
534,Refrigerated,1,15.14,63.62,5,34.82,4.43,12.13,Low
557,Refrigerated,1,28.53,90.26,7,34.56,2.17,11.85,Moderate
469,Fresh,1,26.25,16.89,2,25.48,1.66,12.45,Low
523,Refrigerated,1,34.4,12.58,5,21.98,3.49,14.87,Moderate
547,Fresh,1,31.07,8.1,3,19.57,1.22,12.68,High
545,Refrigerated,1,32.22,64.94,1,7.12,2.87,13.47,Low
475,Refrigerated,1,33.54,73.64,2,5.36,3.56,11.7,Low
523,Refrigerated,1,30.6,89.64,9,47.58,1.5,8.33,High
563,Refrigerated,1,24.31,17.96,4,26.91,1.56,13.01,Moderate
465,Fresh,1,25.13,59.61,8,36.37,4.4,14.93,High
537,Refrigerated,1,22.32,70.41,6,17.5,2.32,12.63,Moderate
499,Fresh,1,26.57,65.25,1,20.85,4.03,13.54,High
476,Refrigerated,1,23.55,12.15,1,38.93,2.65,10.69,Moderate
490,Fresh,1,17.31,88.81,4,16.52,2.57,10.7,Low
513,Fresh,1,21.85,0.4,8,11.79,3.95,13.05,Moderate
502,Fresh,1,22.22,67.01,4,47.17,4.76,11.54,Low
533,Fresh,1,20.03,1.25,3,46.49,4.94,13.63,Moderate
536,Refrigerated,1,29.72,29.12,5,48.54,1.54,14.84,Moderate
513,Refrigerated,1,32.1,4.05,4,45.11,3.48,8.75,Low
473,Fresh,1,31.58,71.9,8,37.54,2.34,10.56,High
451,Refrigerated,1,26.96,72.57,2,7.17,3.37,8.77,Moderate
480,Refrigerated,1,19.24,21.08,9,38.3,1.94,14.62,High
484,Fresh,1,32.57,78.11,6,15.01,3.46,14.77,Moderate
487,Refrigerated,1,30.05,35.43,8,38.66,1.51,11.59,Moderate
580,Fresh,1,24.03,66.69,3,43.08,1.94,13.55,Moderate
461,Fresh,1,15.08,31.3,1,19.18,4.03,10.32,Moderate
482,Fresh,1,26.87,0.17,9,29.16,3.45,8.98,Low
481,Refrigerated,1,21.06,54.26,7,35.16,1.93,11.01,Low
570,Refrigerated,1,32.61,46.47,1,25.94,4.71,14.1,Moderate
550,Refrigerated,1,21.4,36.87,8,30.46,2.37,9.69,Low
524,Fresh,1,24.23,36.1,6,24.58,1.72,12.8,High
455,Fresh,1,27.1,37.49,6,47.54,1.71,10.94,Low
498,Fresh,1,21.97,72.29,7,14.96,2.69,10.28,High
542,Refrigerated,1,19.5,29.42,1,31.6,2.94,12.6,High
547,Refrigerated,1,16.53,12.88,7,29.49,2.32,9.07,High
556,Refrigerated,1,29.66,14.16,4,36.15,2.02,11.47,High
580,Refrigerated,1,15.26,59.45,9,25.41,4.74,10.09,Low
543,Refrigerated,1,19.82,56.64,5,20.38,2.94,14.96,Moderate
581,Refrigerated,1,28.95,89.23,8,40.19,3.86,11.85,Moderate
504,Fresh,1,34.15,65,2,23.15,2.14,13.29,Low
553,Refrigerated,1,19.18,98.23,1,21.75,1.46,14.91,Low
558,Fresh,1,24.32,61.35,6,34.07,3.14,10.54,Low
558,Fresh,1,21.56,24.26,8,5.84,4.23,14.18,Moderate
496,Fresh,1,19.29,54.56,6,28.79,4.37,11.26,Moderate
472,Fresh,1,16.95,2.24,3,45.53,2.68,10.62,Low
470,Fresh,1,32.5,47.89,7,22.44,2.28,8.82,High
488,Refrigerated,1,17.09,33.41,7,44.69,2.93,12.41,High
527,Refrigerated,1,27.71,10.36,6,19.55,1.06,12.89,Low
499,Refrigerated,1,26.28,58.31,3,10.04,2.32,13.85,Moderate
574,Refrigerated,1,28.14,75.44,3,22.2,1.09,11.61,High
563,Refrigerated,1,27.6,92.43,6,20.16,1.15,11.81,High
455,Fresh,1,22.35,89.27,6,14.61,2.5,13.28,Low
487,Fresh,1,29.56,70.81,5,21.66,4.6,12.72,High
574,Fresh,1,20.15,49.35,1,16.48,2.71,8.67,Moderate
511,Refrigerated,1,34.91,79.56,7,17.61,3.93,8.34,Low
589,Fresh,1,17.65,96.19,9,19.14,3.93,10.83,Low
492,Refrigerated,1,17.45,72.16,8,43.35,3.49,13.63,Moderate
486,Refrigerated,1,26.59,8.18,5,19.78,2.99,10.38,Moderate
581,Fresh,1,27.04,69.88,2,30.23,2.3,11.52,Low
480,Fresh,1,23.93,49.88,1,35.1,1.41,10.68,High
576,Fresh,1,23.9,70.22,10,16.2,2.04,13.08,Low
464,Fresh,1,19.6,91.53,10,28.61,4.15,9.79,High
565,Refrigerated,1,32.67,94.61,2,35.54,2.63,9.65,Moderate
466,Refrigerated,1,26.52,15.26,6,13.39,4.75,13.18,Low
480,Refrigerated,1,25.77,69.75,8,10.57,2.92,9.01,Moderate
550,Refrigerated,1,24.3,36.39,7,10.92,3.33,14.9,High
536,Refrigerated,1,29.04,66.25,2,40.12,3.48,10.8,Moderate
493,Refrigerated,1,18.17,82.86,2,41.19,4.82,14.3,High
478,Refrigerated,1,15.57,71.4,9,31.36,2.78,14.68,Moderate
495,Fresh,1,16.85,61.3,1,12.85,4.74,12.45,Low
598,Fresh,1,18.81,63.52,3,44.57,1.69,9.62,Moderate
481,Fresh,1,26.15,46.81,2,12.25,2.33,8.63,Moderate
464,Fresh,1,21.67,93.15,5,27.35,3.33,10.06,Moderate
582,Fresh,1,19.24,79.47,4,10.82,2.93,8.12,Low
469,Fresh,1,18.47,9.86,8,19.15,2.09,13,Low
456,Fresh,1,21.72,74.67,10,38.01,1.94,12.05,Low
478,Fresh,1,32.61,97.78,5,49.43,3.22,14.47,High
453,Fresh,1,28.48,26.02,3,16.76,4.75,8.54,Moderate
572,Fresh,1,18.98,80.46,9,31.65,4.64,8.49,Moderate
484,Fresh,1,15.63,85.21,3,36.44,2.88,9.59,Moderate
480,Fresh,1,23.96,29.26,2,47.73,4.89,8.65,Moderate
593,Refrigerated,1,30.37,32.48,5,15.21,3.05,11.3,Moderate
476,Fresh,1,33.05,51.46,8,35.27,2.91,14.33,High
520,Fresh,1,33.54,85.38,4,32.5,4.51,9.28,Moderate
519,Fresh,1,33.8,3.94,1,7.2,1.09,10.32,Moderate
508,Fresh,1,33.94,16.23,4,34.65,1.26,11.31,High
520,Refrigerated,1,15.81,32.49,2,46.73,4.86,10.49,High
553,Fresh,1,27.62,53.11,6,27.05,3.76,8.72,Moderate
489,Fresh,1,26.01,48.66,8,43.73,1.24,14.21,Low
469,Refrigerated,1,23.52,53.85,5,37.9,4.34,13.51,Low
529,Fresh,1,31.13,40.36,2,32.93,2.43,10.72,Low
472,Fresh,1,18.65,81.93,10,5.19,2.94,8.51,High
568,Refrigerated,1,16.42,93.46,9,31.95,4.39,14.72,Low
560,Fresh,1,25.64,2.16,4,27.33,4.14,13.52,Moderate
574,Fresh,1,30.4,40.48,9,45.01,3.06,10.38,Moderate
450,Fresh,1,31.89,0.94,6,29.48,1.7,9.73,Moderate
587,Refrigerated,1,19.91,48.49,2,34.84,2.58,9.64,Moderate
513,Fresh,1,20.63,73.72,5,42.02,1.39,11.24,Moderate
523,Refrigerated,1,17.61,98.38,4,26.36,1.63,9.27,High
491,Fresh,1,32.43,29.64,10,16.24,3.27,13.58,Low
527,Fresh,1,32.14,67.92,7,14.36,2.65,11.95,High
536,Fresh,1,19.56,21.89,10,28.73,1.05,14.6,Moderate
506,Refrigerated,1,15.63,62.88,3,25.83,4.57,12.76,Low
541,Refrigerated,1,21.21,70.79,3,33.21,4.49,14.17,Low
592,Fresh,1,24.78,40.89,5,22.5,4.54,10.68,Low
465,Refrigerated,1,18.05,5.2,2,48.85,1.25,12.36,Moderate
514,Fresh,1,20.05,86.49,6,15.55,1.1,13.91,Low
487,Fresh,1,25.56,61.09,7,21.84,2.07,13.53,Low
568,Refrigerated,1,34,57,3,41.36,2.23,8.5,High
455,Fresh,1,33.81,86.78,8,48.9,3.97,9.98,High
593,Refrigerated,1,22.4,81.82,1,31.91,3.97,9.55,Moderate
562,Fresh,1,17.53,25.82,3,8.57,3.16,10.44,Moderate
492,Fresh,1,15.76,2.57,1,14.7,4.73,13.92,Moderate
515,Fresh,1,26.52,99.38,2,23.91,1.5,10.92,High
597,Refrigerated,1,28.03,20.82,3,10.4,1.27,11.19,High
568,Refrigerated,1,18.8,53.39,3,5.68,4.52,14.36,Moderate
507,Fresh,1,33.75,84.34,5,21.71,4.34,12.66,Moderate
469,Refrigerated,1,25.19,70.83,9,49,2.21,8.95,Moderate
514,Fresh,1,17.46,92.04,9,24.86,2.79,9.61,Moderate
480,Refrigerated,1,22.41,50.17,5,34.31,1.76,12.46,Low
575,Refrigerated,1,21.25,20.11,4,18.24,1.43,14.64,Moderate
472,Fresh,1,25.61,71.78,6,15.19,4.33,12.7,Low
477,Fresh,1,21.27,18.88,6,10.42,2.41,10.06,Low
505,Refrigerated,1,28.41,74.75,8,9.26,3.89,12.73,Low
526,Refrigerated,1,30.65,69.3,3,32.7,2.23,9.22,High
469,Refrigerated,1,15.05,85.83,7,19.51,2.72,10.94,High
512,Refrigerated,1,18.45,15.71,10,31.62,4.85,12.05,Low
554,Fresh,1,23.67,42.5,7,10.38,3.61,10.11,Moderate
511,Fresh,1,19.76,45.58,5,32.52,2.4,14.3,Low
579,Fresh,1,23.1,37.58,9,25.97,1.27,13.55,Low
484,Fresh,1,30.14,51.5,2,47.2,1.6,11.02,Moderate
584,Fresh,1,30.41,35.54,2,25.14,1.67,12.81,Moderate
451,Refrigerated,1,33.92,38.59,10,49.09,4.4,13.85,Low
454,Fresh,1,25.1,0.77,4,25.96,3.53,8.73,Low
528,Fresh,1,19.37,46.38,1,27.2,2.86,12.53,Moderate
452,Refrigerated,1,23.35,62.74,7,10.66,3.09,14.53,Moderate
457,Fresh,1,18.86,80.88,7,49.42,4.21,12.14,Moderate
482,Fresh,1,20.97,7.23,7,41.66,3.38,10.7,Low
541,Fresh,1,26.02,89.11,4,5.04,4.32,8.24,High
592,Refrigerated,1,32.28,67.44,9,41.59,3.42,9.72,High
574,Fresh,1,18.16,55.75,8,35.03,2.2,13.81,High
587,Refrigerated,1,18.72,76.51,3,39.11,1.17,13.6,High
574,Fresh,1,18.98,75.24,10,19.8,1.17,13.71,Moderate
559,Fresh,1,17.76,69.22,6,38,4.34,11.48,Low
558,Refrigerated,1,27.26,60.24,5,43.84,3.19,11.93,Moderate
517,Refrigerated,1,34.85,43.19,3,26.05,2.24,8.67,High
503,Fresh,1,19.07,0.06,1,11.14,2.28,14.89,Moderate
556,Refrigerated,1,17.13,66.34,9,24.2,1.47,11.74,Moderate
454,Fresh,1,25.7,8.49,3,46.97,1.2,12.36,Moderate
546,Refrigerated,1,17.58,7.89,9,36.07,1.57,13.63,Low
489,Fresh,1,28.59,88.32,6,19.98,4.8,14.48,Moderate
495,Fresh,1,17.31,64,10,49.07,4.26,14.92,Low
459,Refrigerated,1,23.08,48.28,10,9.45,4.93,12.25,Low
489,Fresh,1,15.15,58.43,9,26.4,2.1,8.58,Moderate
455,Fresh,1,33.83,97.55,10,42.21,4.56,8.61,Moderate
581,Refrigerated,1,22.69,27.19,7,32.52,1.37,10.2,High
586,Fresh,1,30.21,10.27,4,15.41,1.1,12.61,High
468,Fresh,1,33.87,34.94,8,33.01,4.57,12.87,High
576,Fresh,1,15.11,67.01,4,46.83,3.56,12.12,Low
592,Fresh,1,20.41,43.65,2,12.67,2.39,9.41,Moderate
458,Refrigerated,1,15.87,90.96,6,48.12,3.89,9.97,High
560,Fresh,1,26,71.1,10,20.92,3.93,13.14,Moderate
574,Fresh,1,15.06,94.81,9,37.6,3.46,12.09,Low
484,Refrigerated,1,18.7,1.92,10,15.8,2.29,13.6,Moderate
516,Refrigerated,1,33.4,9.76,5,16.92,4.53,12.65,High
486,Refrigerated,1,29.27,96.85,10,40.32,4.03,12.41,Moderate
460,Refrigerated,1,23.85,3.57,3,45.1,2.52,8.11,Low
509,Refrigerated,1,22.28,52.83,10,14.22,3.44,11.97,Low
518,Fresh,1,25.07,94.37,1,39.45,1.55,13.56,Moderate
511,Fresh,1,21.82,13.69,3,12.94,2.05,14.67,Low
466,Refrigerated,1,28.49,92.33,7,12.52,2.95,10.84,Moderate
525,Fresh,1,15.49,14.49,6,32.89,3.12,9.7,High
590,Fresh,1,24.96,12.28,6,32.45,2.03,13.58,Moderate
508,Fresh,1,17.79,29.48,3,12.38,3.44,12.4,Moderate
452,Fresh,1,18.22,88.16,3,42.28,3.03,13.37,Low
529,Refrigerated,1,28.54,74.23,6,12.57,1.27,8.77,Low
452,Refrigerated,1,29.23,41.92,10,46.35,3.2,10.44,Moderate
461,Fresh,1,29.83,8.3,7,48.28,1.94,10.92,High
569,Refrigerated,1,19.34,26.32,1,43.56,3.72,14.43,Low
497,Fresh,1,22.2,55.72,10,43.51,1.64,11.89,Moderate
504,Refrigerated,1,29.92,60.01,2,22.83,3.29,12.22,Moderate
496,Refrigerated,1,26.3,76.38,8,12.31,1.66,14.99,Low
526,Fresh,1,31.35,64.28,4,42.7,1.14,11.67,Moderate
566,Fresh,1,24.32,54.05,7,16.59,4.87,8.95,Moderate
526,Fresh,1,15.4,93.79,7,13.33,3.37,12.49,Low
514,Fresh,1,16.79,44.14,9,49.82,3.09,8.84,High
526,Fresh,1,18.87,75.19,1,15.43,3.84,10,Low
596,Fresh,1,23.55,74.62,8,39.39,2.72,13.55,High
450,Fresh,1,30.86,94.39,9,32.23,3.39,14.36,Moderate
523,Refrigerated,1,17.12,31.56,4,39.55,1.74,9.25,Moderate
594,Fresh,1,30.2,4.94,1,34.73,2.05,13.58,High
474,Refrigerated,1,32.57,12.91,1,37.5,4.77,13.73,Low
474,Fresh,1,30.19,6.74,8,13.81,4.39,12.25,Low
513,Fresh,1,23.47,7.85,10,14.87,4,11.94,Low
476,Fresh,1,32.72,18.33,4,42.51,2.97,12.24,Low
511,Refrigerated,1,16.85,57.68,2,6.06,1.97,14.59,Moderate
595,Fresh,1,24.23,40,10,30.84,1.76,8.21,Low
565,Refrigerated,1,32.82,87.71,9,10.62,3.24,14.36,Moderate
508,Fresh,1,25.41,20.59,6,28.4,2.87,10.97,Moderate
589,Fresh,1,27.89,40.38,10,9.64,3.09,9.74,Low
547,Refrigerated,1,16.66,22.64,10,8.89,4.28,11.54,Low
577,Refrigerated,1,15.74,55.65,6,34.79,4.44,13.18,Moderate
573,Fresh,1,20.33,46.11,7,36.75,2.3,11.25,Low
597,Fresh,1,19.05,16.99,6,15.46,2.78,14.98,Moderate
485,Refrigerated,1,33.52,16.24,10,31.9,2.45,13.14,Moderate
555,Refrigerated,1,18.04,65.9,3,40.15,2.65,11.46,Low
538,Fresh,1,32.63,2.75,9,28.99,2.07,8.95,Moderate
451,Fresh,1,25.11,27.16,1,48.41,2.25,14.28,Low
483,Fresh,1,34.25,29.29,2,26.97,3.5,13.42,Moderate
539,Fresh,1,19,14.17,3,13.69,1.64,12.42,Moderate
535,Refrigerated,1,23.91,56.42,10,41.73,4.29,8.75,Low
507,Refrigerated,1,31.87,56.66,2,18.13,1.03,8.15,Moderate
483,Fresh,1,16.87,40.62,9,19.24,3.91,12.61,High
547,Fresh,1,34.34,86.36,9,23.55,4.04,8.82,Moderate
563,Fresh,1,24.84,42.48,3,7.38,3.57,13.07,Low
502,Refrigerated,1,28.03,56.45,6,6.33,2.3,10.01,Moderate
505,Fresh,1,34.09,20.8,5,6.58,4.32,8.34,Low
553,Fresh,1,24.52,13.4,3,49.94,3.78,11.82,Moderate
543,Fresh,1,15.37,28.52,9,47.11,2.07,11,Low
494,Fresh,1,21.38,39.94,2,22.62,4.72,12.9,Moderate
587,Fresh,1,28.33,88.09,7,27.52,3.82,8.42,High
491,Fresh,1,19.19,87.51,6,30.36,4.97,13.06,Moderate
503,Refrigerated,1,23.01,70.36,1,31.56,3.73,14.27,Low
471,Fresh,1,34.72,1.44,6,8.19,2.15,13.32,Moderate
591,Refrigerated,1,19.29,27.87,7,14.33,3.41,11.87,High
523,Fresh,1,20.43,31.25,7,11.99,2.13,10.75,High
532,Fresh,1,28.61,12.09,10,21.9,3.71,12,Low
460,Fresh,1,30.22,41.57,4,47.89,3.73,9.83,Low
484,Fresh,1,28.12,38.54,7,19.54,3.09,12.44,Low
571,Fresh,1,32.34,87.43,6,27.15,1.81,8.81,High
489,Fresh,1,20.38,28.55,7,13.73,2.87,12.51,Low
507,Fresh,1,17.79,38.03,8,41.79,1.91,11.24,Moderate
549,Refrigerated,1,24.31,53.22,10,5.2,2.5,11.99,Moderate
508,Fresh,1,28.11,69.3,5,31.51,4.51,14.56,Low
457,Refrigerated,1,27.31,51.34,9,11.8,4,11.08,Low
560,Fresh,1,16.53,30.87,10,12.38,3.16,10.58,Low
488,Fresh,1,16.04,40.87,1,24.43,3.72,14.98,Low
463,Refrigerated,1,20.67,71.53,1,5.14,1.7,14.24,Moderate
599,Refrigerated,1,33.22,57.93,5,22.35,4.6,10.69,Moderate
592,Refrigerated,1,29.66,12.97,9,31.35,2.84,14.07,Low
489,Fresh,1,30.88,16.83,1,40.63,1.42,8.19,Low
527,Refrigerated,1,29.83,75.28,9,32.18,1.93,14.76,Moderate
554,Fresh,1,21.9,48.28,8,47.86,2.57,14.62,High
587,Fresh,1,21.4,53.59,2,45.92,3.49,13.72,High
538,Refrigerated,1,29.7,15.74,5,48.48,1.02,14.28,High
497,Refrigerated,1,28.57,23.01,9,9.66,2.81,14.57,High
485,Refrigerated,1,23.61,82.29,3,6.29,4.79,13.72,Low
488,Fresh,1,21.83,82.19,1,27.65,1.42,9.47,Moderate
546,Fresh,1,31.35,99.49,6,5.84,4.78,11.12,Moderate
576,Fresh,1,26.33,52.45,10,13.16,2.09,11.68,Low
586,Fresh,1,26.42,9.53,6,35.59,4.68,14.18,Low
554,Fresh,1,32.87,67.73,1,48.23,1.34,11.51,High
459,Fresh,1,21.36,46.04,7,15.64,4.03,13.43,Low
460,Refrigerated,1,30,2.9,8,14.7,3.83,11.61,Low
507,Refrigerated,1,24.01,88.87,2,7.51,2.25,8.14,High
512,Refrigerated,1,33.84,40.85,6,7.39,2.3,13.68,Low
591,Fresh,1,30.03,2.85,1,32.96,4.97,10.81,High
481,Refrigerated,1,20.85,99.09,6,48.29,2.55,11.08,Moderate
495,Fresh,1,32.17,93.45,9,37.96,2.95,8.88,Moderate
584,Fresh,1,16.92,98.31,3,20.17,4.71,9.59,Low
554,Refrigerated,1,18.43,96.24,7,19.66,3.59,11.65,Low
454,Fresh,1,19.78,22.3,7,36.73,3.94,9.41,Moderate
477,Refrigerated,1,28.45,98.45,4,30.42,1.97,12.94,Low
458,Fresh,1,20.09,6.9,6,31.82,2.81,8.25,Moderate
560,Refrigerated,1,25.05,68.27,2,29.98,3.07,13.01,Low
564,Fresh,1,30.49,81.18,1,6.75,4.92,12.39,Low
487,Fresh,1,17.54,54.61,10,31.22,4.4,13.79,Moderate
546,Fresh,1,19.95,63.52,2,46.45,3.68,13.05,Low
531,Refrigerated,1,28.37,51.82,6,34.08,3.65,9.69,High
547,Fresh,1,30.53,9.65,6,6.73,2.53,11.59,Low
508,Refrigerated,1,23.7,41.71,10,33.85,2.31,11.04,Moderate
508,Fresh,1,22.57,43.04,6,49.78,3.2,10.59,High
497,Fresh,1,26.88,56.29,7,22.56,2.32,10.42,High
583,Fresh,1,22.54,23.19,10,26.64,3.34,9.52,Moderate
530,Refrigerated,1,20.4,49.31,8,34.61,2.19,11.18,Moderate
588,Fresh,1,18.1,49.73,4,38.51,3.36,12.72,Low
594,Fresh,1,17.08,97.03,8,21.2,4.09,9.7,Moderate
593,Refrigerated,1,30.38,41.22,7,9.07,2.63,11.76,Low
475,Fresh,1,31.64,2.09,7,33.19,2.32,8.68,Low
553,Fresh,1,33,38.03,2,20.93,1.33,13.71,Low
556,Refrigerated,1,23.24,20.73,3,29.06,1.2,10.67,Low
450,Fresh,1,29.11,58.31,3,8.56,3.99,13.06,Low
574,Refrigerated,1,32.58,70.5,9,20.81,2.63,14.68,Moderate
460,Fresh,1,24.34,88.87,7,7.67,3.98,8.41,Moderate
456,Refrigerated,1,28.07,76.94,5,26.63,3.07,13.41,Moderate
476,Fresh,1,20.01,77.99,5,18.02,2.09,9.56,Moderate
463,Fresh,1,19.11,32.94,2,23.22,1.17,12.18,Moderate
463,Refrigerated,1,30.91,20.28,9,25.62,4.46,10.93,Moderate
570,Fresh,1,31.37,24.1,10,34.45,2.54,8.31,High
582,Fresh,1,17.31,37.66,3,20,1.89,11.12,Moderate
485,Fresh,1,26.37,71.28,6,11.73,2.84,13.32,Moderate
598,Fresh,1,15.21,82.28,8,32.61,3.04,12.39,Moderate
574,Fresh,1,32.36,5.61,6,45.45,4.86,8.77,Moderate
520,Fresh,1,27.72,78.54,1,49.39,4.04,8.72,Moderate
495,Refrigerated,1,22.23,43.05,1,14.43,2.49,8.09,Low
517,Fresh,1,19.88,45.28,3,26.35,4.02,13.81,Moderate
512,Fresh,1,29.76,63.18,7,13.16,2.67,12.83,Low
574,Fresh,1,25.63,50.52,7,20.34,4.36,10.01,Moderate
563,Fresh,1,31.24,5.73,8,46.51,2.85,14.2,Low
488,Refrigerated,1,22.96,31.82,5,37.95,3.26,9.23,Low
553,Fresh,1,29.93,68.6,8,12.28,2.92,11.76,Low
457,Fresh,1,31.54,98.55,8,45.14,3.57,11.06,Low
455,Fresh,1,21.07,41.41,1,18.16,1.79,14.11,Moderate
553,Fresh,1,32.64,50.43,8,18.65,1.84,11.5,Moderate
570,Refrigerated,1,19.45,73,1,28.41,4.36,12.53,Moderate
460,Fresh,1,16.72,48.87,3,9.81,1.46,9.23,Moderate
583,Refrigerated,1,17.75,20.85,4,37.12,2.47,10.54,Low
460,Refrigerated,1,18.24,82.77,4,31.11,3.23,11.36,Moderate
573,Fresh,1,29.23,22.54,1,31.82,2.23,10.08,Moderate
502,Fresh,1,30.1,34.11,9,18.38,3.42,14.16,High
581,Fresh,1,18.7,13.56,3,46.82,4.5,9.65,Low
566,Fresh,1,29.72,74.02,9,45.35,3.85,13.6,Moderate
558,Fresh,1,24.87,93.1,8,46.77,2.69,12.61,High
500,Fresh,1,21.27,93,10,42,4.38,10.84,Moderate
455,Fresh,1,26,1.1,4,6.99,2.22,12.88,Low
539,Refrigerated,1,19.6,17.55,2,28.53,4.03,8.44,Moderate
456,Refrigerated,1,34.44,72.25,4,34.55,4.77,11.17,High
514,Refrigerated,1,18.34,81.98,3,48.45,3.45,8.93,Low
454,Refrigerated,1,23.9,1.63,6,32.85,4.05,13.84,Low
564,Refrigerated,1,31.14,65.6,10,36.65,3.13,9.87,High
453,Fresh,1,29.32,79.35,3,26.44,1.62,9.67,Low
504,Fresh,1,23.73,54.5,4,32.98,3.86,13.46,Moderate
452,Fresh,1,15.91,58.9,2,17.95,2.39,9.13,Low
501,Refrigerated,1,16.99,52.33,4,29.37,4.32,9.85,Moderate
513,Refrigerated,1,33.49,58.5,5,42.68,1.13,9.7,Low
521,Fresh,1,26.8,32.76,9,42.3,1.27,13.45,Moderate
550,Fresh,1,28.86,13.65,8,41.49,5,13.02,Moderate
507,Fresh,1,32.82,14.72,5,26.02,4.17,12.63,Low
562,Refrigerated,1,32.65,11.93,3,22.87,3.06,11.46,Moderate
513,Fresh,1,22.36,2.65,6,12.91,2.67,14.65,Low
451,Fresh,1,27.58,73.07,2,43.14,2.04,10.21,Low
521,Fresh,1,34.11,72.99,9,31.71,1.93,8.43,Moderate
545,Fresh,1,25.37,83.41,3,35.62,2.03,8.97,Moderate
530,Fresh,1,15.37,51.98,5,6.97,1.31,8.9,Low
598,Fresh,1,24.16,18.69,3,28.48,4.49,13.57,Low
